==Items==
Type:LiPo  	Cells:2S  	Mode:Cycle  	DMode:Inter 	CC:1000mA 	CV:4180mV 
DC:1000mA  	DV:3200mV  	PeakV:5mV  	Cyc:5  	Waste:5Min  	InMax:49V  	eLoad:30W
==Data==
Time(h/m/s) 	Vin(mv)  	Iin(mA) 	Power-in(W) 	Vout(mv)  	Iout(mA)  	Power-ch(W) 	Capa(mah)  	inTmp(C)  	exttmp(C)   	B1(mv)  	B2(mv)  	B3(mv)  	B4(mv)  	B5(mv)  	B6(mv)  	B7(mv)  	B8(mv)
0:7:39  	20023 	329 	4 	8361 	498 	4 	80 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:40  	20020 	329 	4 	8359 	494 	4 	81 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:41  	20021 	329 	4 	8361 	495 	4 	81 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:42  	20022 	329 	4 	8364 	497 	4 	81 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:43  	20021 	329 	4 	8361 	490 	4 	81 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:45  	20024 	329 	4 	8360 	493 	4 	81 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:46  	20022 	329 	4 	8359 	493 	4 	81 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:47  	20023 	329 	4 	8360 	493 	4 	81 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:48  	20025 	329 	4 	8360 	491 	4 	82 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:49  	20024 	329 	4 	8361 	491 	4 	82 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:50  	20021 	329 	4 	8361 	494 	4 	82 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:51  	20023 	329 	4 	8360 	489 	4 	82 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:52  	20023 	329 	4 	8364 	492 	4 	82 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:53  	20023 	329 	4 	8361 	490 	4 	82 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:54  	20024 	329 	4 	8360 	488 	4 	82 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:55  	20024 	329 	4 	8359 	490 	4 	82 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:56  	20024 	329 	4 	8364 	488 	4 	83 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:57  	20022 	328 	4 	8363 	488 	4 	83 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:58  	20024 	329 	4 	8359 	483 	4 	83 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:59  	20023 	329 	4 	8360 	485 	4 	83 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:0  	20024 	329 	4 	8359 	484 	4 	83 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:1  	20024 	329 	4 	8359 	487 	4 	83 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:2  	20023 	329 	4 	8359 	482 	4 	83 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:3  	20025 	329 	4 	8361 	481 	4 	84 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:4  	20022 	329 	4 	8359 	486 	4 	84 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:5  	20023 	329 	4 	8357 	484 	4 	84 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:6  	20023 	329 	4 	8359 	485 	4 	84 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:7  	20024 	329 	4 	8360 	481 	4 	84 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:8  	20024 	329 	4 	8360 	485 	4 	84 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:9  	20024 	324 	3 	8359 	480 	4 	84 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:10  	20024 	323 	4 	8359 	482 	4 	85 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:11  	20024 	329 	3 	8361 	478 	3 	85 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:12  	20023 	310 	3 	8360 	482 	4 	85 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:13  	20024 	329 	3 	8359 	480 	4 	85 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:14  	20025 	329 	4 	8363 	476 	3 	85 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:15  	20024 	306 	3 	8359 	480 	4 	85 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:16  	20024 	329 	3 	8360 	477 	3 	85 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:17  	20023 	328 	3 	8359 	475 	3 	86 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:18  	20024 	301 	3 	8359 	477 	3 	86 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:19  	20024 	324 	4 	8359 	479 	4 	86 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:20  	20024 	329 	3 	8359 	477 	3 	86 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:21  	20024 	329 	4 	8364 	476 	3 	86 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:22  	20026 	328 	3 	8359 	473 	3 	86 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:23  	20025 	313 	3 	8361 	480 	4 	86 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:24  	20022 	329 	3 	8361 	476 	3 	86 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:25  	20024 	329 	3 	8360 	475 	3 	87 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:26  	20024 	329 	3 	8359 	471 	3 	87 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:28  	20024 	329 	3 	8361 	477 	3 	87 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:29  	20023 	329 	3 	8360 	473 	3 	87 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:30  	20024 	329 	3 	8361 	473 	3 	87 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:31  	20025 	329 	3 	8360 	472 	3 	87 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:32  	20026 	328 	3 	8360 	474 	3 	87 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:33  	20025 	329 	3 	8360 	473 	3 	88 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:34  	20025 	326 	3 	8360 	471 	3 	88 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:35  	20024 	307 	3 	8360 	471 	3 	88 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:36  	20025 	314 	3 	8359 	470 	3 	88 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:37  	20025 	292 	3 	8359 	468 	3 	88 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:38  	20025 	320 	3 	8360 	468 	3 	88 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:39  	20024 	313 	3 	8360 	467 	3 	88 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:40  	20024 	296 	3 	8360 	469 	3 	88 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:41  	20022 	292 	3 	8359 	464 	3 	89 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:42  	20025 	329 	3 	8359 	464 	3 	89 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:43  	20023 	293 	3 	8359 	463 	3 	89 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:44  	20024 	292 	3 	8360 	466 	3 	89 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:45  	20025 	311 	3 	8359 	467 	3 	89 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:46  	20025 	293 	3 	8364 	466 	3 	89 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:47  	20025 	292 	3 	8359 	463 	3 	89 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:48  	20025 	294 	3 	8359 	463 	3 	90 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:49  	20027 	292 	3 	8360 	464 	3 	90 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:50  	20025 	300 	3 	8361 	463 	3 	90 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:51  	20027 	292 	3 	8361 	463 	3 	90 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:52  	20026 	314 	3 	8359 	461 	3 	90 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:53  	20025 	296 	3 	8360 	460 	3 	90 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:54  	20025 	292 	3 	8361 	463 	3 	90 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:55  	20026 	292 	3 	8359 	460 	3 	90 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:56  	20026 	292 	3 	8361 	464 	3 	91 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:57  	20025 	300 	3 	8362 	463 	3 	91 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:58  	20024 	301 	3 	8361 	462 	3 	91 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:59  	20025 	306 	3 	8360 	460 	3 	91 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:0  	20028 	292 	3 	8359 	459 	3 	91 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:1  	20027 	299 	3 	8360 	457 	3 	91 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:2  	20027 	302 	3 	8361 	460 	3 	91 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:3  	20026 	292 	3 	8360 	457 	3 	91 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:4  	20027 	292 	3 	8360 	454 	3 	92 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:5  	20027 	292 	3 	8361 	451 	3 	92 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:6  	20024 	292 	3 	8360 	452 	3 	92 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:8  	20026 	292 	3 	8360 	449 	3 	92 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:9  	20026 	292 	3 	8360 	451 	3 	92 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:10  	20028 	292 	3 	8359 	452 	3 	92 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:11  	20027 	292 	3 	8360 	454 	3 	92 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:12  	20024 	296 	3 	8363 	454 	3 	93 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:13  	20027 	292 	3 	8361 	454 	3 	93 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:14  	20026 	294 	3 	8361 	455 	3 	93 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:15  	20026 	292 	3 	8361 	454 	3 	93 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:16  	20027 	292 	3 	8359 	451 	3 	93 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:17  	20026 	292 	3 	8361 	444 	3 	93 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:18  	20025 	292 	3 	8361 	446 	3 	93 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:19  	20024 	292 	3 	8359 	447 	3 	93 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:20  	20025 	292 	3 	8357 	443 	3 	94 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:21  	20026 	292 	3 	8359 	450 	3 	94 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:22  	20027 	292 	3 	8359 	447 	3 	94 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:23  	20026 	292 	3 	8359 	445 	3 	94 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:24  	20027 	292 	3 	8359 	446 	3 	94 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:25  	20025 	292 	3 	8361 	448 	3 	94 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:26  	20024 	292 	3 	8359 	444 	3 	94 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:27  	20025 	292 	3 	8361 	452 	3 	94 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:28  	20026 	292 	3 	8360 	444 	3 	95 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:29  	20023 	292 	3 	8359 	443 	3 	95 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:30  	20024 	292 	3 	8361 	442 	3 	95 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:31  	20025 	292 	3 	8360 	444 	3 	95 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:32  	20028 	292 	3 	8360 	444 	3 	95 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:33  	20027 	292 	3 	8360 	442 	3 	95 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:34  	20026 	292 	3 	8361 	445 	3 	95 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:35  	20026 	292 	3 	8358 	443 	3 	95 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:36  	20025 	297 	3 	8360 	442 	3 	96 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:37  	20026 	292 	3 	8362 	442 	3 	96 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:38  	20027 	292 	3 	8361 	447 	3 	96 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:39  	20027 	292 	3 	8361 	445 	3 	96 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:40  	20028 	292 	3 	8360 	442 	3 	96 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:41  	20024 	292 	3 	8361 	446 	3 	96 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:42  	20026 	292 	3 	8358 	441 	3 	96 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:43  	20028 	292 	3 	8359 	441 	3 	96 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:44  	20026 	292 	3 	8360 	439 	3 	97 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:45  	20026 	292 	3 	8363 	439 	3 	97 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:46  	20027 	292 	3 	8360 	438 	3 	97 	33 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:47  	20028 	292 	3 	8359 	438 	3 	97 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:48  	20025 	292 	3 	8359 	434 	3 	97 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:50  	20027 	292 	3 	8359 	438 	3 	97 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:51  	20029 	292 	3 	8361 	448 	3 	97 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:52  	20027 	292 	3 	8359 	436 	3 	97 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:53  	20027 	292 	3 	8359 	436 	3 	98 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:54  	20029 	292 	3 	8359 	437 	3 	98 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:55  	20025 	292 	3 	8365 	437 	3 	98 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:56  	20027 	292 	3 	8359 	436 	3 	98 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:57  	20024 	292 	3 	8361 	437 	3 	98 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:58  	20025 	292 	3 	8360 	435 	3 	98 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:59  	20027 	292 	3 	8361 	436 	3 	98 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:0  	20028 	292 	3 	8360 	433 	3 	98 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:1  	20028 	292 	3 	8363 	433 	3 	99 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:2  	20026 	292 	3 	8360 	432 	3 	99 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:3  	20027 	292 	3 	8361 	433 	3 	99 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:4  	20064 	43 	3 	8250 	428 	3 	99 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:5  	20026 	292 	3 	8364 	440 	3 	99 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:6  	20027 	292 	3 	8365 	437 	3 	99 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:7  	20027 	292 	3 	8363 	433 	3 	99 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:8  	20027 	292 	3 	8360 	434 	3 	99 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:9  	20028 	292 	3 	8360 	435 	3 	100 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:10  	20028 	292 	3 	8361 	437 	3 	100 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:11  	20027 	292 	3 	8361 	434 	3 	100 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:12  	20027 	292 	3 	8359 	435 	3 	100 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:13  	20027 	292 	3 	8359 	435 	3 	100 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:14  	20028 	292 	3 	8359 	432 	3 	100 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:15  	20026 	292 	3 	8361 	426 	3 	100 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:16  	20028 	292 	3 	8359 	428 	3 	100 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:17  	20028 	292 	3 	8363 	428 	3 	101 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:18  	20028 	292 	3 	8360 	431 	3 	101 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:19  	20028 	292 	3 	8360 	430 	3 	101 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:20  	20028 	292 	3 	8361 	430 	3 	101 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:21  	20026 	292 	3 	8362 	430 	3 	101 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:22  	20027 	292 	3 	8359 	427 	3 	101 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:23  	20027 	292 	3 	8361 	431 	3 	101 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:24  	20027 	292 	3 	8360 	431 	3 	101 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:25  	20029 	292 	3 	8359 	430 	3 	101 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:26  	20027 	292 	3 	8359 	425 	3 	102 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:27  	20027 	292 	3 	8359 	427 	3 	102 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:28  	20026 	292 	3 	8359 	425 	3 	102 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:29  	20027 	292 	3 	8359 	427 	3 	102 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:31  	20028 	292 	3 	8361 	427 	3 	102 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:32  	20027 	292 	3 	8359 	428 	3 	102 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:33  	20028 	292 	3 	8359 	423 	3 	102 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:34  	20027 	292 	3 	8360 	432 	3 	102 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:35  	20027 	292 	3 	8359 	424 	3 	103 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:36  	20026 	292 	3 	8359 	425 	3 	103 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:37  	20026 	292 	3 	8360 	423 	3 	103 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:38  	20027 	292 	3 	8359 	424 	3 	103 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:39  	20026 	292 	3 	8361 	421 	3 	103 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:40  	20026 	292 	3 	8360 	423 	3 	103 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:41  	20027 	292 	3 	8359 	424 	3 	103 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:42  	20027 	292 	3 	8359 	427 	3 	103 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:43  	20028 	292 	3 	8359 	424 	3 	104 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:44  	20028 	292 	3 	8359 	421 	3 	104 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:45  	20028 	292 	3 	8359 	419 	3 	104 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:46  	20029 	292 	3 	8360 	423 	3 	104 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:47  	20028 	292 	3 	8361 	419 	3 	104 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:48  	20028 	292 	3 	8360 	423 	3 	104 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:49  	20030 	292 	3 	8359 	416 	3 	104 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:50  	20029 	292 	3 	8360 	416 	3 	104 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:51  	20026 	292 	3 	8361 	420 	3 	104 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:52  	20026 	292 	3 	8363 	415 	3 	105 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:53  	20028 	292 	3 	8360 	418 	3 	105 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:54  	20030 	292 	3 	8360 	418 	3 	105 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:55  	20028 	292 	3 	8359 	418 	3 	105 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:56  	20027 	292 	3 	8360 	417 	3 	105 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:57  	20029 	292 	3 	8360 	412 	3 	105 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:58  	20028 	292 	3 	8360 	414 	3 	105 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:59  	20028 	292 	3 	8366 	414 	3 	105 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:0  	20029 	292 	3 	8359 	417 	3 	106 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:1  	20029 	292 	3 	8360 	416 	3 	106 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:2  	20030 	292 	3 	8360 	415 	3 	106 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:3  	20028 	292 	3 	8359 	417 	3 	106 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:4  	20025 	292 	3 	8361 	425 	3 	106 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:5  	20029 	292 	3 	8363 	416 	3 	106 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:6  	20029 	292 	3 	8360 	420 	3 	106 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:7  	20029 	292 	3 	8359 	418 	3 	106 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:8  	20030 	292 	3 	8360 	417 	3 	106 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:9  	20028 	292 	3 	8361 	413 	3 	107 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:10  	20030 	292 	3 	8359 	415 	3 	107 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:11  	20027 	292 	3 	8358 	410 	3 	107 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:13  	20029 	292 	3 	8360 	414 	3 	107 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:14  	20030 	292 	3 	8360 	419 	3 	107 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:15  	20029 	292 	3 	8363 	417 	3 	107 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:16  	20028 	292 	3 	8360 	415 	3 	107 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:17  	20028 	292 	3 	8359 	415 	3 	107 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:18  	20028 	292 	3 	8359 	411 	3 	108 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:19  	20028 	292 	3 	8360 	411 	3 	108 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:20  	20029 	292 	3 	8359 	416 	3 	108 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:21  	20029 	292 	3 	8359 	411 	3 	108 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:22  	20028 	292 	3 	8359 	412 	3 	108 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:23  	20029 	292 	3 	8360 	406 	3 	108 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:24  	20029 	292 	3 	8360 	411 	3 	108 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:25  	20029 	292 	3 	8359 	408 	3 	108 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:26  	20029 	292 	3 	8360 	409 	3 	108 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:27  	20029 	292 	3 	8361 	412 	3 	109 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:28  	20031 	292 	3 	8359 	409 	3 	109 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:29  	20030 	292 	3 	8359 	409 	3 	109 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:30  	20029 	292 	3 	8359 	403 	3 	109 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:31  	20029 	292 	3 	8362 	407 	3 	109 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:32  	20030 	292 	3 	8359 	405 	3 	109 	34 	-99 	0 	0 	0 	0 	0 	0 	0 	0
