==Items==
Type:LiPo  	Cells:2S  	Mode:Cycle  	DMode:Inter 	CC:1000mA 	CV:4180mV 
DC:1000mA  	DV:3200mV  	PeakV:5mV  	Cyc:5  	Waste:5Min  	InMax:49V  	eLoad:30W
==Data==
Time(h/m/s) 	Vin(mv)  	Iin(mA) 	Power-in(W) 	Vout(mv)  	Iout(mA)  	Power-ch(W) 	Capa(mah)  	inTmp(C)  	exttmp(C)   	B1(mv)  	B2(mv)  	B3(mv)  	B4(mv)  	B5(mv)  	B6(mv)  	B7(mv)  	B8(mv)
0:23:14  	20040 	226 	2 	8366 	254 	2 	171 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:15  	20040 	224 	2 	8359 	258 	2 	171 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:16  	20038 	242 	2 	8361 	257 	2 	171 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:17  	20038 	219 	2 	8359 	252 	2 	171 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:18  	20040 	221 	2 	8359 	252 	2 	171 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:19  	20040 	242 	2 	8360 	253 	2 	171 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:20  	20041 	219 	2 	8360 	255 	2 	171 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:21  	20038 	251 	2 	8360 	251 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:22  	20039 	252 	2 	8364 	251 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:23  	20040 	238 	2 	8360 	251 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:24  	20039 	228 	2 	8360 	252 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:25  	20040 	219 	2 	8361 	249 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:26  	20039 	242 	2 	8361 	251 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:27  	20040 	219 	2 	8361 	251 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:28  	20039 	238 	2 	8360 	254 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:29  	20041 	256 	2 	8360 	251 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:31  	20039 	231 	2 	8359 	251 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:32  	20039 	220 	2 	8360 	250 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:33  	20040 	223 	2 	8359 	250 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:34  	20039 	224 	2 	8365 	251 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:35  	20040 	256 	2 	8363 	253 	2 	172 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:36  	20040 	247 	2 	8360 	256 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:37  	20040 	219 	2 	8359 	255 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:38  	20040 	222 	2 	8359 	249 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:39  	20040 	219 	2 	8360 	251 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:40  	20040 	231 	2 	8359 	247 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:41  	20040 	219 	2 	8360 	247 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:42  	20041 	219 	2 	8360 	251 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:43  	20039 	226 	2 	8360 	249 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:44  	20040 	235 	2 	8359 	248 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:45  	20041 	256 	2 	8360 	252 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:46  	20040 	224 	2 	8359 	247 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:47  	20040 	246 	2 	8360 	248 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:48  	20040 	247 	2 	8361 	248 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:49  	20041 	255 	2 	8360 	253 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:50  	20039 	240 	2 	8359 	251 	2 	173 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:51  	20040 	237 	2 	8360 	245 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:52  	20038 	256 	2 	8359 	249 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:53  	20040 	219 	2 	8359 	243 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:54  	20041 	233 	2 	8363 	248 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:55  	20040 	251 	2 	8359 	245 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:56  	20039 	224 	2 	8359 	249 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:57  	20039 	256 	2 	8358 	247 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:58  	20040 	238 	2 	8360 	244 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:23:59  	20039 	225 	2 	8362 	245 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:0  	20040 	227 	2 	8361 	250 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:1  	20041 	219 	2 	8360 	246 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:2  	20039 	238 	2 	8359 	250 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:3  	20040 	242 	2 	8359 	245 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:4  	20039 	221 	2 	8359 	251 	2 	174 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:5  	20040 	219 	2 	8361 	249 	2 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:6  	20039 	255 	2 	8364 	253 	2 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:7  	20040 	219 	2 	8359 	242 	2 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:8  	20039 	242 	1 	8361 	248 	2 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:9  	20040 	220 	2 	8361 	242 	2 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:11  	20040 	220 	2 	8360 	246 	2 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:12  	20040 	224 	2 	8363 	245 	2 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:13  	20040 	238 	2 	8359 	247 	2 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:14  	20040 	221 	2 	8360 	241 	2 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:15  	20041 	219 	2 	8358 	240 	2 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:16  	20039 	254 	2 	8359 	243 	2 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:17  	20040 	219 	2 	8358 	236 	1 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:18  	20040 	220 	2 	8361 	243 	2 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:19  	20040 	221 	1 	8359 	236 	1 	175 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:20  	20040 	220 	2 	8359 	240 	2 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:21  	20040 	219 	2 	8360 	246 	2 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:22  	20041 	219 	1 	8358 	239 	1 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:23  	20040 	220 	1 	8358 	237 	1 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:24  	20040 	229 	1 	8359 	241 	2 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:25  	20039 	251 	2 	8358 	238 	1 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:26  	20040 	219 	1 	8360 	241 	2 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:27  	20039 	219 	2 	8362 	244 	2 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:28  	20041 	247 	1 	8359 	243 	2 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:29  	20040 	223 	2 	8359 	238 	1 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:30  	20038 	219 	1 	8360 	239 	1 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:31  	20039 	219 	2 	8360 	239 	1 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:32  	20039 	219 	1 	8358 	231 	1 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:33  	20039 	254 	1 	8359 	239 	1 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:34  	20039 	224 	2 	8360 	239 	1 	176 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:35  	20038 	238 	1 	8360 	237 	1 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:36  	20038 	219 	2 	8359 	240 	2 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:37  	20041 	221 	2 	8360 	241 	2 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:38  	20039 	221 	1 	8361 	249 	2 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:39  	20038 	224 	2 	8359 	241 	2 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:40  	20041 	229 	1 	8362 	241 	2 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:41  	20040 	219 	2 	8360 	244 	2 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:42  	20039 	219 	2 	8360 	238 	1 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:43  	20041 	219 	2 	8360 	238 	1 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:44  	20040 	219 	1 	8363 	235 	1 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:45  	20039 	219 	1 	8361 	239 	1 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:46  	20040 	219 	2 	8360 	240 	2 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:47  	20041 	219 	1 	8359 	241 	2 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:48  	20041 	221 	1 	8361 	243 	2 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:50  	20041 	219 	2 	8361 	240 	2 	177 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:51  	20040 	224 	2 	8360 	241 	2 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:52  	20040 	219 	1 	8361 	236 	1 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:53  	20039 	219 	1 	8360 	238 	1 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:54  	20042 	219 	1 	8361 	235 	1 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:55  	20041 	219 	2 	8359 	237 	1 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:56  	20039 	219 	1 	8360 	237 	1 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:57  	20041 	219 	1 	8359 	236 	1 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:58  	20040 	219 	1 	8359 	234 	1 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:24:59  	20040 	219 	1 	8360 	234 	1 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:0  	20041 	219 	2 	8359 	235 	1 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:1  	20041 	219 	1 	8360 	237 	1 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:2  	20039 	247 	1 	8360 	235 	1 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:3  	20041 	219 	1 	8359 	232 	1 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:4  	20040 	219 	1 	8360 	234 	1 	178 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:5  	20040 	219 	1 	8361 	233 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:6  	20040 	219 	1 	8361 	233 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:7  	20040 	219 	2 	8363 	237 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:8  	20040 	219 	1 	8360 	233 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:9  	20039 	219 	1 	8360 	236 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:10  	20040 	219 	1 	8362 	232 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:11  	20039 	219 	1 	8360 	235 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:12  	20041 	219 	1 	8360 	231 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:13  	20040 	219 	1 	8359 	232 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:14  	20042 	219 	1 	8360 	231 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:15  	20041 	219 	1 	8360 	238 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:16  	20041 	219 	1 	8360 	230 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:17  	20039 	219 	1 	8359 	230 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:18  	20041 	219 	1 	8359 	233 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:19  	20040 	219 	1 	8359 	228 	1 	179 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:20  	20039 	219 	1 	8358 	230 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:21  	20039 	219 	1 	8358 	233 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:22  	20039 	219 	1 	8358 	233 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:23  	20038 	219 	1 	8358 	235 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:24  	20040 	219 	1 	8358 	230 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:25  	20039 	219 	1 	8358 	230 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:26  	20039 	219 	1 	8358 	233 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:27  	20039 	219 	1 	8356 	227 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:29  	20040 	219 	1 	8362 	231 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:30  	20039 	219 	1 	8360 	230 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:31  	20041 	219 	1 	8360 	228 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:32  	20039 	219 	1 	8359 	233 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:33  	20040 	219 	1 	8361 	232 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:34  	20039 	219 	1 	8360 	234 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:35  	20041 	219 	1 	8360 	229 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:36  	20040 	219 	1 	8359 	234 	1 	180 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:37  	20041 	219 	1 	8361 	231 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:38  	20040 	219 	1 	8360 	226 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:39  	20040 	219 	1 	8360 	227 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:40  	20040 	219 	1 	8365 	230 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:41  	20040 	219 	1 	8360 	228 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:42  	20041 	219 	1 	8360 	231 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:43  	20041 	219 	1 	8358 	232 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:44  	20041 	219 	1 	8361 	248 	2 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:45  	20040 	219 	1 	8360 	226 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:46  	20041 	219 	1 	8363 	231 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:47  	20042 	219 	1 	8363 	227 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:48  	20041 	219 	1 	8361 	233 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:49  	20041 	219 	1 	8361 	230 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:50  	20039 	219 	1 	8360 	230 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:51  	20040 	219 	1 	8360 	229 	1 	181 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:52  	20041 	219 	1 	8359 	225 	1 	182 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:53  	20041 	219 	1 	8364 	228 	1 	182 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:54  	20040 	219 	1 	8360 	230 	1 	182 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:55  	20043 	219 	1 	8359 	225 	1 	182 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:56  	20041 	219 	1 	8359 	228 	1 	182 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:57  	20042 	219 	1 	8359 	226 	1 	182 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:58  	20041 	219 	1 	8358 	222 	1 	182 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:25:59  	20040 	219 	1 	8359 	225 	1 	182 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:0  	20041 	219 	1 	8361 	223 	1 	182 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:1  	20042 	219 	1 	8360 	226 	1 	182 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:2  	20042 	219 	1 	8360 	227 	1 	182 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:3  	20042 	219 	1 	8359 	226 	1 	182 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:4  	20041 	219 	1 	8361 	228 	1 	182 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:5  	20040 	219 	1 	8360 	224 	1 	182 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:6  	20040 	37 	1 	8304 	227 	1 	182 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:8  	20041 	219 	1 	8359 	228 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:9  	20040 	219 	1 	8361 	227 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:10  	20042 	219 	1 	8361 	224 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:11  	20040 	219 	1 	8357 	222 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:12  	20040 	219 	1 	8359 	221 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:13  	20041 	219 	1 	8359 	226 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:14  	20041 	219 	1 	8360 	228 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:15  	20039 	219 	1 	8360 	222 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:16  	20040 	219 	1 	8357 	226 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:17  	20042 	219 	1 	8357 	227 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:18  	20041 	219 	1 	8358 	226 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:19  	20040 	219 	1 	8358 	224 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:20  	20040 	219 	1 	8358 	222 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:21  	20040 	219 	1 	8360 	225 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:22  	20039 	219 	1 	8360 	222 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:23  	20040 	221 	1 	8359 	224 	1 	183 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:24  	20040 	219 	1 	8359 	224 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:25  	20041 	219 	1 	8359 	221 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:26  	20040 	219 	1 	8363 	224 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:27  	20040 	219 	1 	8363 	225 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:28  	20041 	219 	1 	8359 	222 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:29  	20043 	219 	1 	8360 	231 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:30  	20042 	219 	1 	8361 	225 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:31  	20041 	219 	1 	8359 	226 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:32  	20042 	229 	1 	8359 	226 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:33  	20041 	219 	1 	8359 	226 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:34  	20041 	219 	1 	8360 	223 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:35  	20041 	219 	1 	8361 	225 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:36  	20040 	219 	1 	8361 	227 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:37  	20041 	219 	1 	8360 	223 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:38  	20041 	219 	1 	8361 	230 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:39  	20043 	219 	1 	8360 	223 	1 	184 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:40  	20041 	219 	1 	8360 	225 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:41  	20040 	219 	1 	8364 	225 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:42  	20042 	238 	1 	8359 	225 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:43  	20042 	219 	1 	8360 	223 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:45  	20041 	219 	1 	8363 	223 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:46  	20042 	219 	1 	8359 	224 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:47  	20041 	219 	1 	8361 	221 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:48  	20042 	219 	1 	8360 	225 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:49  	20041 	219 	1 	8359 	219 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:50  	20040 	219 	1 	8360 	223 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:51  	20041 	219 	1 	8359 	223 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:52  	20041 	219 	1 	8358 	216 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:53  	20040 	219 	1 	8364 	218 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:54  	20041 	219 	1 	8364 	220 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:55  	20042 	219 	1 	8361 	217 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:56  	20041 	219 	1 	8359 	218 	1 	185 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:57  	20040 	219 	1 	8359 	224 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:58  	20041 	219 	1 	8360 	220 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:26:59  	20042 	219 	1 	8360 	221 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:0  	20042 	219 	1 	8359 	222 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:1  	20042 	219 	1 	8360 	221 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:2  	20042 	219 	1 	8360 	220 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:3  	20040 	219 	1 	8360 	218 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:4  	20042 	219 	1 	8361 	216 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:5  	20041 	219 	1 	8360 	222 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:6  	20042 	219 	1 	8359 	221 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:7  	20042 	219 	1 	8361 	219 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
