==Items==
Type:LiPo  	Cells:2S  	Mode:Cycle  	DMode:Inter 	CC:1000mA 	CV:4180mV 
DC:1000mA  	DV:3200mV  	PeakV:5mV  	Cyc:5  	Waste:5Min  	InMax:49V  	eLoad:30W
==Data==
Time(h/m/s) 	Vin(mv)  	Iin(mA) 	Power-in(W) 	Vout(mv)  	Iout(mA)  	Power-ch(W) 	Capa(mah)  	inTmp(C)  	exttmp(C)   	B1(mv)  	B2(mv)  	B3(mv)  	B4(mv)  	B5(mv)  	B6(mv)  	B7(mv)  	B8(mv)
0:8:21  	19995 	512 	7 	7510 	1001 	7 	138 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:22  	19995 	512 	7 	7510 	1002 	7 	138 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:23  	19996 	512 	7 	7512 	1001 	7 	138 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:24  	19997 	512 	7 	7512 	1001 	7 	138 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:25  	19995 	512 	7 	7512 	1005 	7 	139 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:26  	19996 	512 	7 	7514 	997 	7 	139 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:27  	19995 	512 	7 	7514 	1006 	7 	139 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:28  	19996 	512 	7 	7512 	1001 	7 	140 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:29  	19995 	512 	7 	7514 	1000 	7 	140 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:30  	19995 	512 	7 	7514 	999 	7 	140 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:31  	19997 	512 	7 	7514 	1000 	7 	140 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:33  	19995 	512 	7 	7514 	1003 	7 	141 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:34  	19997 	512 	7 	7515 	1001 	7 	141 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:35  	19994 	512 	7 	7516 	1004 	7 	141 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:36  	19995 	512 	7 	7515 	1002 	7 	142 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:37  	19996 	512 	7 	7515 	1002 	7 	142 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:38  	19996 	512 	7 	7517 	1002 	7 	142 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:39  	19995 	512 	7 	7516 	1002 	7 	142 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:40  	19998 	512 	7 	7523 	1004 	7 	143 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:41  	19996 	512 	7 	7518 	1003 	7 	143 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:42  	19995 	512 	7 	7520 	1003 	7 	143 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:43  	19996 	512 	7 	7518 	1001 	7 	144 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:44  	19994 	512 	7 	7518 	1003 	7 	144 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:45  	19995 	512 	7 	7520 	1003 	7 	144 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:46  	19997 	512 	7 	7520 	999 	7 	145 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:47  	19996 	512 	7 	7520 	998 	7 	145 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:48  	19996 	512 	7 	7520 	999 	7 	145 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:49  	19995 	512 	7 	7520 	1004 	7 	145 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:50  	19994 	512 	7 	7522 	1002 	7 	146 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:51  	19998 	512 	7 	7523 	1006 	7 	146 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:52  	19998 	512 	7 	7522 	1003 	7 	146 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:53  	19996 	512 	7 	7522 	999 	7 	147 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:54  	19994 	512 	7 	7524 	1003 	7 	147 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:55  	19999 	512 	7 	7526 	1002 	7 	147 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:56  	19997 	512 	7 	7526 	1000 	7 	147 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:58  	19998 	512 	7 	7525 	1004 	7 	148 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:59  	19995 	512 	7 	7526 	1000 	7 	148 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:0  	19995 	512 	7 	7525 	1004 	7 	148 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:1  	19996 	512 	7 	7526 	1001 	7 	149 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:2  	19996 	512 	7 	7526 	1003 	7 	149 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:3  	19995 	512 	7 	7528 	1006 	7 	149 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:4  	19995 	512 	7 	7526 	999 	7 	149 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:5  	19995 	512 	7 	7528 	1001 	7 	150 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:6  	19995 	512 	7 	7528 	1003 	7 	150 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:7  	19996 	512 	7 	7528 	1002 	7 	150 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:8  	19995 	512 	7 	7528 	1001 	7 	151 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:9  	19996 	512 	7 	7529 	995 	7 	151 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:10  	19996 	512 	7 	7529 	1005 	7 	151 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:11  	19995 	512 	7 	7529 	1001 	7 	151 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:12  	19999 	512 	7 	7531 	1003 	7 	152 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:13  	19997 	512 	7 	7532 	1002 	7 	152 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:14  	19997 	512 	7 	7531 	1007 	7 	152 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:15  	19995 	512 	7 	7531 	1000 	7 	153 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:16  	19995 	512 	7 	7531 	1001 	7 	153 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:17  	19996 	512 	7 	7533 	1002 	7 	153 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:18  	19996 	512 	7 	7534 	1004 	7 	153 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:19  	19996 	512 	7 	7533 	1000 	7 	154 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:20  	19996 	512 	7 	7534 	1002 	7 	154 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:22  	19995 	512 	7 	7533 	1003 	7 	154 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:23  	19997 	512 	7 	7534 	1002 	7 	155 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:24  	19996 	512 	7 	7534 	1001 	7 	155 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:25  	19996 	512 	7 	7535 	1002 	7 	155 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:26  	19997 	512 	7 	7536 	999 	7 	155 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:27  	19996 	512 	7 	7536 	1003 	7 	156 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:28  	19999 	38 	7 	7262 	999 	7 	156 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:29  	19995 	512 	7 	7537 	1000 	7 	156 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:30  	19994 	512 	7 	7537 	1002 	7 	157 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:31  	19998 	512 	7 	7538 	1000 	7 	157 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:32  	19996 	512 	7 	7539 	998 	7 	157 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:33  	19996 	512 	7 	7541 	1002 	7 	157 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:34  	19995 	512 	7 	7537 	1001 	7 	158 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:35  	19995 	512 	7 	7540 	1001 	7 	158 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:36  	19995 	512 	7 	7540 	1000 	7 	158 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:37  	19996 	512 	7 	7541 	1003 	7 	159 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:38  	19994 	512 	7 	7539 	1000 	7 	159 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:39  	19996 	512 	7 	7541 	1001 	7 	159 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:40  	19995 	512 	7 	7541 	1002 	7 	159 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:41  	19996 	512 	7 	7542 	1003 	7 	160 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:42  	19996 	512 	7 	7544 	1004 	7 	160 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:43  	19997 	512 	7 	7542 	1002 	7 	160 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:44  	19995 	512 	7 	7545 	1003 	7 	161 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:45  	19996 	512 	7 	7544 	1003 	7 	161 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:47  	19995 	512 	7 	7544 	1004 	7 	161 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:48  	19994 	512 	7 	7545 	1001 	7 	161 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:49  	19997 	512 	7 	7545 	999 	7 	162 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:50  	19995 	512 	7 	7546 	1003 	7 	162 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:51  	19996 	512 	7 	7546 	1003 	7 	162 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:52  	19996 	512 	7 	7547 	1001 	7 	163 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:53  	19995 	512 	7 	7546 	1003 	7 	163 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:54  	19995 	512 	7 	7546 	999 	7 	163 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:55  	19995 	512 	7 	7548 	1004 	7 	164 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:56  	19995 	512 	7 	7547 	1001 	7 	164 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:57  	19995 	512 	7 	7549 	1004 	7 	164 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:58  	19995 	512 	7 	7547 	998 	7 	164 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:9:59  	19998 	512 	7 	7548 	1002 	7 	165 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:0  	19997 	512 	7 	7548 	999 	7 	165 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:1  	19995 	512 	7 	7550 	1006 	7 	165 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:2  	19995 	512 	7 	7550 	996 	7 	166 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:3  	19996 	512 	7 	7550 	1001 	7 	166 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:4  	19997 	512 	7 	7551 	1003 	7 	166 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:5  	19996 	512 	7 	7550 	1003 	7 	166 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:6  	19996 	512 	7 	7552 	997 	7 	167 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:7  	19995 	512 	7 	7552 	1004 	7 	167 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:8  	19995 	512 	7 	7554 	1003 	7 	167 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:9  	19998 	512 	7 	7552 	999 	7 	168 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:11  	19996 	512 	7 	7553 	1003 	7 	168 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:12  	19994 	512 	7 	7553 	1000 	7 	168 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:13  	19997 	512 	7 	7558 	1002 	7 	168 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:14  	19997 	512 	7 	7555 	1004 	7 	169 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:15  	19998 	512 	7 	7555 	1000 	7 	169 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:16  	19996 	512 	7 	7556 	1003 	7 	169 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:17  	19997 	512 	7 	7556 	999 	7 	170 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:18  	19995 	512 	7 	7556 	1004 	7 	170 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:19  	19995 	512 	7 	7556 	1002 	7 	170 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:20  	19995 	512 	7 	7556 	1001 	7 	170 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:21  	19995 	512 	7 	7556 	1000 	7 	171 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:22  	19995 	512 	7 	7558 	1001 	7 	171 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:23  	19995 	512 	7 	7558 	1003 	7 	171 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:24  	19996 	512 	7 	7558 	1002 	7 	172 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:25  	19994 	512 	7 	7558 	1003 	7 	172 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:26  	19997 	512 	7 	7559 	1001 	7 	172 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:27  	19995 	512 	7 	7560 	1004 	7 	172 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:28  	19994 	512 	7 	7556 	1009 	7 	173 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:29  	19998 	512 	7 	7558 	1003 	7 	173 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:30  	19995 	512 	7 	7560 	1002 	7 	173 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:31  	19995 	512 	7 	7559 	1000 	7 	174 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:32  	19994 	512 	7 	7560 	1001 	7 	174 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:33  	19996 	512 	7 	7560 	1000 	7 	174 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:34  	19996 	512 	7 	7560 	999 	7 	174 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:36  	19994 	512 	7 	7560 	1002 	7 	175 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:37  	19997 	512 	7 	7561 	1003 	7 	175 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:38  	19995 	512 	7 	7561 	1001 	7 	175 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:39  	19996 	512 	7 	7561 	1002 	7 	176 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:40  	19995 	512 	7 	7561 	1001 	7 	176 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:41  	19996 	512 	7 	7562 	1001 	7 	176 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:42  	19995 	512 	7 	7563 	1005 	7 	176 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:43  	19996 	512 	7 	7563 	1003 	7 	177 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:44  	19997 	512 	7 	7563 	1000 	7 	177 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:45  	19996 	512 	7 	7564 	1001 	7 	177 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:46  	19998 	512 	7 	7564 	1001 	7 	178 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:47  	19996 	512 	7 	7566 	1001 	7 	178 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:48  	19997 	512 	7 	7565 	999 	7 	178 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:49  	19996 	512 	7 	7565 	1000 	7 	178 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:50  	19995 	512 	7 	7565 	1002 	7 	179 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:51  	19995 	512 	7 	7566 	1004 	7 	179 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:52  	19995 	512 	7 	7565 	1001 	7 	179 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:53  	19996 	512 	7 	7567 	1001 	7 	180 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:54  	19995 	512 	7 	7566 	1000 	7 	180 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:55  	19996 	512 	7 	7567 	996 	7 	180 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:56  	19995 	512 	7 	7570 	1004 	7 	181 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:57  	19996 	512 	7 	7567 	1003 	7 	181 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:58  	19995 	512 	7 	7568 	998 	7 	181 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:10:59  	19995 	512 	7 	7571 	1003 	7 	181 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:1  	19994 	512 	7 	7569 	1004 	7 	182 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:2  	19996 	512 	7 	7569 	1000 	7 	182 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:3  	19998 	512 	7 	7570 	1001 	7 	182 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:4  	19995 	512 	7 	7572 	1003 	7 	183 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:5  	19995 	512 	7 	7571 	1003 	7 	183 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:6  	19997 	512 	7 	7571 	1001 	7 	183 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:7  	19996 	508 	7 	7574 	1000 	7 	183 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:8  	19995 	512 	7 	7572 	1005 	7 	184 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:9  	19995 	512 	7 	7571 	1002 	7 	184 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:10  	19995 	512 	7 	7575 	999 	7 	184 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:11  	19995 	512 	7 	7572 	1003 	7 	185 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:12  	19994 	512 	7 	7573 	1005 	7 	185 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:13  	19997 	512 	7 	7575 	1006 	7 	185 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:14  	19997 	512 	7 	7574 	999 	7 	185 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:15  	19994 	512 	7 	7575 	1003 	7 	186 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:16  	19995 	512 	7 	7574 	1000 	7 	186 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:17  	19997 	512 	7 	7576 	1003 	7 	186 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:18  	19997 	512 	7 	7576 	1002 	7 	187 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:19  	19996 	512 	7 	7578 	1001 	7 	187 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:20  	19994 	512 	7 	7576 	1003 	7 	187 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:21  	19996 	512 	7 	7575 	997 	7 	187 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:22  	19994 	512 	7 	7576 	1003 	7 	188 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:23  	19996 	512 	7 	7576 	1000 	7 	188 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:24  	19994 	512 	7 	7576 	1001 	7 	188 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:26  	19994 	512 	7 	7577 	1004 	7 	189 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:27  	19995 	512 	7 	7579 	1003 	7 	189 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:28  	19995 	512 	7 	7578 	1001 	7 	189 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:29  	19995 	512 	7 	7579 	1016 	7 	189 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:30  	19995 	512 	7 	7580 	1001 	7 	190 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:31  	19995 	512 	7 	7579 	997 	7 	190 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:32  	19994 	512 	7 	7580 	1005 	7 	190 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:33  	19994 	512 	7 	7581 	1004 	7 	191 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:34  	19994 	512 	7 	7581 	1000 	7 	191 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:35  	19998 	512 	7 	7582 	1000 	7 	191 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:36  	19995 	512 	7 	7583 	1001 	7 	191 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:37  	19995 	512 	7 	7582 	1000 	7 	192 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:38  	19995 	512 	7 	7583 	999 	7 	192 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:39  	19995 	512 	7 	7583 	1003 	7 	192 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:40  	19995 	512 	7 	7583 	1000 	7 	193 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:41  	19996 	512 	7 	7583 	1000 	7 	193 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:42  	19996 	512 	7 	7584 	1006 	7 	193 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:43  	19994 	512 	7 	7586 	1000 	7 	193 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:44  	19996 	512 	7 	7584 	998 	7 	194 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:45  	19997 	512 	7 	7585 	1002 	7 	194 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:46  	19996 	512 	7 	7585 	999 	7 	194 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:47  	19994 	512 	7 	7585 	1001 	7 	195 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:48  	19994 	512 	7 	7585 	1003 	7 	195 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:50  	19996 	512 	7 	7586 	1003 	7 	195 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:51  	19997 	512 	7 	7587 	1002 	7 	195 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:52  	19996 	512 	7 	7589 	1003 	7 	196 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:53  	19997 	512 	7 	7588 	1000 	7 	196 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:54  	19995 	512 	7 	7588 	1001 	7 	196 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:55  	19996 	512 	7 	7589 	1001 	7 	197 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:56  	19996 	512 	7 	7589 	999 	7 	197 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:57  	19995 	512 	7 	7590 	998 	7 	197 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:58  	19995 	512 	7 	7590 	1002 	7 	197 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:11:59  	19996 	512 	7 	7590 	1001 	7 	198 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:0  	19994 	512 	7 	7590 	1004 	7 	198 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:1  	19994 	512 	7 	7591 	1001 	7 	198 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:2  	19996 	512 	7 	7591 	1001 	7 	199 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:3  	19996 	512 	7 	7592 	1000 	7 	199 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:4  	19995 	512 	7 	7591 	999 	7 	199 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:5  	19994 	512 	7 	7591 	1001 	7 	199 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:6  	19995 	512 	7 	7594 	999 	7 	200 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:7  	19997 	512 	7 	7594 	1003 	7 	200 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:8  	19997 	512 	7 	7594 	997 	7 	200 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:9  	19995 	512 	7 	7594 	1003 	7 	201 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:10  	19995 	512 	7 	7594 	999 	7 	201 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:11  	19996 	512 	7 	7594 	1002 	7 	201 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:12  	19993 	512 	7 	7594 	1003 	7 	201 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:13  	19995 	512 	7 	7594 	1002 	7 	202 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:12:14  	19995 	512 	7 	7594 	1001 	7 	202 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
