==Items==
Type:LiPo  	Cells:2S  	Mode:Cycle  	DMode:Inter 	CC:1000mA 	CV:4180mV 
DC:1000mA  	DV:3200mV  	PeakV:5mV  	Cyc:5  	Waste:5Min  	InMax:49V  	eLoad:30W
==Data==
Time(h/m/s) 	Vin(mv)  	Iin(mA) 	Power-in(W) 	Vout(mv)  	Iout(mA)  	Power-ch(W) 	Capa(mah)  	inTmp(C)  	exttmp(C)   	B1(mv)  	B2(mv)  	B3(mv)  	B4(mv)  	B5(mv)  	B6(mv)  	B7(mv)  	B8(mv)
0:4:26  	19998 	512 	7 	7414 	1004 	7 	73 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:27  	19997 	512 	7 	7415 	1000 	7 	73 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:28  	19997 	512 	7 	7416 	1002 	7 	73 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:29  	19997 	512 	7 	7417 	1000 	7 	74 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:30  	19998 	512 	7 	7417 	1002 	7 	74 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:31  	19998 	512 	7 	7417 	1002 	7 	74 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:32  	19996 	512 	7 	7419 	1000 	7 	75 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:33  	19997 	512 	7 	7419 	998 	7 	75 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:34  	19995 	512 	7 	7418 	1000 	7 	75 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:36  	19995 	512 	7 	7420 	1001 	7 	75 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:37  	19997 	512 	7 	7420 	1001 	7 	76 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:38  	19996 	512 	7 	7420 	1001 	7 	76 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:39  	19998 	512 	7 	7422 	1000 	7 	76 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:40  	19995 	512 	7 	7422 	1003 	7 	77 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:41  	19996 	512 	7 	7421 	1000 	7 	77 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:42  	19999 	512 	7 	7422 	1001 	7 	77 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:43  	19999 	512 	7 	7425 	1003 	7 	77 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:44  	19997 	512 	7 	7425 	1002 	7 	78 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:45  	19995 	512 	7 	7425 	1006 	7 	78 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:46  	19997 	512 	7 	7424 	1000 	7 	78 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:47  	19996 	512 	7 	7425 	1002 	7 	79 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:48  	19997 	512 	7 	7424 	1000 	7 	79 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:49  	19998 	512 	7 	7424 	1004 	7 	79 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:50  	19996 	512 	7 	7427 	999 	7 	79 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:51  	19995 	512 	7 	7427 	1003 	7 	80 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:52  	19997 	512 	7 	7426 	1002 	7 	80 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:53  	19996 	512 	7 	7427 	1004 	7 	80 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:54  	19997 	512 	7 	7428 	1017 	7 	81 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:55  	19997 	512 	7 	7429 	1001 	7 	81 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:56  	19999 	511 	7 	7428 	1006 	7 	81 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:57  	19997 	512 	7 	7429 	1003 	7 	81 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:58  	19997 	512 	7 	7428 	1003 	7 	82 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:59  	19999 	512 	7 	7430 	1002 	7 	82 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:1  	19996 	512 	7 	7431 	1004 	7 	82 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:2  	19995 	512 	7 	7431 	1001 	7 	83 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:3  	19997 	512 	7 	7431 	1001 	7 	83 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:4  	19996 	512 	7 	7430 	1002 	7 	83 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:5  	19997 	512 	7 	7431 	1002 	7 	83 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:6  	19997 	512 	7 	7431 	1003 	7 	84 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:7  	19997 	512 	7 	7433 	1001 	7 	84 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:8  	19996 	512 	7 	7431 	1005 	7 	84 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:9  	19997 	512 	7 	7433 	1003 	7 	85 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:10  	19997 	512 	7 	7435 	999 	7 	85 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:11  	19997 	512 	7 	7434 	1000 	7 	85 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:12  	19996 	512 	7 	7434 	1001 	7 	85 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:13  	19994 	512 	7 	7434 	1001 	7 	86 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:14  	19994 	512 	7 	7435 	999 	7 	86 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:15  	19996 	512 	7 	7436 	1001 	7 	86 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:17  	19996 	512 	7 	7437 	1005 	7 	87 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:18  	19995 	512 	7 	7436 	1005 	7 	87 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:19  	19996 	512 	7 	7437 	1001 	7 	87 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:20  	19995 	512 	7 	7437 	998 	7 	88 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:21  	19998 	512 	7 	7438 	1000 	7 	88 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:22  	19995 	512 	7 	7438 	1004 	7 	88 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:23  	19996 	512 	7 	7438 	1001 	7 	88 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:24  	19999 	512 	7 	7441 	994 	7 	89 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:25  	19998 	512 	7 	7441 	1001 	7 	89 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:26  	19996 	512 	7 	7439 	1008 	7 	89 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:27  	19997 	512 	7 	7440 	998 	7 	90 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:28  	19995 	512 	7 	7441 	1003 	7 	90 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:29  	19995 	512 	7 	7441 	1003 	7 	90 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:30  	19996 	512 	7 	7441 	1003 	7 	90 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:31  	19996 	512 	7 	7441 	999 	7 	91 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:32  	19995 	512 	7 	7442 	1001 	7 	91 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:33  	19996 	512 	7 	7443 	1004 	7 	91 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:34  	19995 	512 	7 	7444 	1003 	7 	92 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:35  	20000 	512 	7 	7444 	1002 	7 	92 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:36  	19998 	512 	7 	7444 	1001 	7 	92 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:38  	19995 	512 	7 	7444 	999 	7 	92 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:39  	19997 	512 	7 	7444 	1003 	7 	93 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:40  	19997 	512 	7 	7445 	1001 	7 	93 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:41  	19998 	512 	7 	7445 	1001 	7 	93 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:42  	19996 	512 	7 	7447 	998 	7 	94 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:43  	19995 	512 	7 	7448 	1002 	7 	94 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:44  	19996 	512 	7 	7447 	1000 	7 	94 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:45  	19997 	512 	7 	7446 	1000 	7 	94 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:46  	19997 	512 	7 	7448 	1003 	7 	95 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:47  	19997 	512 	7 	7448 	1002 	7 	95 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:48  	19995 	512 	7 	7450 	1003 	7 	95 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:49  	19997 	512 	7 	7450 	1003 	7 	96 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:50  	19997 	512 	7 	7450 	1002 	7 	96 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:51  	19998 	512 	7 	7449 	1001 	7 	96 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:52  	19997 	512 	7 	7450 	1004 	7 	96 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:53  	19998 	512 	7 	7450 	1003 	7 	97 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:54  	19996 	512 	7 	7451 	999 	7 	97 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:55  	19997 	512 	7 	7452 	1003 	7 	97 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:56  	19997 	512 	7 	7452 	1001 	7 	98 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:57  	19995 	512 	7 	7452 	1004 	7 	98 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:58  	19998 	512 	7 	7453 	1002 	7 	98 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:59  	19996 	512 	7 	7453 	1000 	7 	98 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:0  	19997 	512 	7 	7454 	1002 	7 	99 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:1  	19994 	512 	7 	7454 	1002 	7 	99 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:3  	19996 	512 	7 	7455 	999 	7 	99 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:4  	19995 	512 	7 	7455 	1002 	7 	100 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:5  	19995 	512 	7 	7454 	998 	7 	100 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:6  	19996 	512 	7 	7456 	1003 	7 	100 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:7  	19996 	512 	7 	7455 	1000 	7 	100 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:8  	19996 	512 	7 	7456 	1002 	7 	101 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:9  	19997 	512 	7 	7457 	1002 	7 	101 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:10  	19997 	512 	7 	7458 	1003 	7 	101 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:11  	19997 	512 	7 	7458 	1004 	7 	102 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:12  	19995 	512 	7 	7459 	1002 	7 	102 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:13  	19999 	512 	7 	7460 	1001 	7 	102 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:14  	19997 	512 	7 	7460 	999 	7 	102 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:15  	19997 	512 	7 	7462 	1000 	7 	103 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:16  	19995 	512 	7 	7460 	1000 	7 	103 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:17  	19996 	512 	7 	7461 	1004 	7 	103 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:18  	19997 	512 	7 	7461 	999 	7 	104 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:19  	19996 	512 	7 	7460 	1004 	7 	104 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:20  	19996 	512 	7 	7461 	1001 	7 	104 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:21  	19996 	512 	7 	7462 	1001 	7 	105 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:22  	19996 	512 	7 	7462 	1003 	7 	105 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:23  	19997 	512 	7 	7463 	1002 	7 	105 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:24  	19997 	512 	7 	7463 	1002 	7 	105 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:25  	19996 	512 	7 	7464 	1000 	7 	106 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:26  	19997 	512 	7 	7462 	1005 	7 	106 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:27  	19996 	512 	7 	7463 	1001 	7 	106 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:29  	19994 	512 	7 	7463 	1000 	7 	107 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:30  	19997 	512 	7 	7465 	1002 	7 	107 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:31  	19999 	512 	7 	7465 	1000 	7 	107 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:32  	19996 	512 	7 	7466 	998 	7 	107 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:33  	19995 	512 	7 	7468 	1002 	7 	108 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:34  	19996 	512 	7 	7466 	1003 	7 	108 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:35  	19996 	512 	7 	7467 	1001 	7 	108 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:36  	19997 	512 	7 	7469 	1003 	7 	109 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:37  	19996 	512 	7 	7468 	1004 	7 	109 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:38  	19997 	512 	7 	7468 	1004 	7 	109 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:39  	19995 	512 	7 	7468 	1001 	7 	109 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:40  	19996 	512 	7 	7470 	1003 	7 	110 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:41  	19996 	512 	7 	7469 	1004 	7 	110 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:42  	19997 	512 	7 	7470 	1000 	7 	110 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:43  	19996 	512 	7 	7472 	999 	7 	111 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:44  	19997 	512 	7 	7471 	1004 	7 	111 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:45  	19997 	512 	7 	7469 	999 	7 	111 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:46  	19998 	512 	7 	7471 	1001 	7 	111 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:47  	19998 	512 	7 	7471 	1001 	7 	112 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:48  	19995 	512 	7 	7472 	1003 	7 	112 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:49  	19997 	512 	7 	7472 	1001 	7 	112 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:50  	19996 	512 	7 	7472 	999 	7 	113 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:51  	19998 	512 	7 	7474 	1008 	7 	113 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:53  	19995 	512 	7 	7474 	1001 	7 	113 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:54  	19996 	512 	7 	7474 	996 	7 	113 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:55  	19997 	512 	7 	7475 	1007 	7 	114 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:56  	19994 	512 	7 	7475 	1003 	7 	114 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:57  	19997 	512 	7 	7476 	1002 	7 	114 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:58  	19996 	512 	7 	7476 	999 	7 	115 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:59  	19997 	512 	7 	7477 	1000 	7 	115 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:0  	19995 	512 	7 	7483 	999 	7 	115 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:1  	19998 	512 	7 	7480 	1000 	7 	115 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:2  	19996 	512 	7 	7479 	1003 	7 	116 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:3  	19996 	512 	7 	7480 	1000 	7 	116 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:4  	19996 	512 	7 	7479 	998 	7 	116 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:5  	19997 	512 	7 	7479 	1013 	7 	117 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:6  	19996 	512 	7 	7480 	999 	7 	117 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:7  	19996 	512 	7 	7480 	1002 	7 	117 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:8  	19996 	512 	7 	7480 	1003 	7 	117 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:9  	19996 	512 	7 	7481 	1001 	7 	118 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:10  	19995 	512 	7 	7481 	1006 	7 	118 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:11  	19997 	512 	7 	7481 	999 	7 	118 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:12  	19996 	512 	7 	7482 	998 	7 	119 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:13  	19997 	512 	7 	7484 	1000 	7 	119 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:14  	19996 	512 	7 	7484 	1001 	7 	119 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:15  	19995 	512 	7 	7483 	998 	7 	119 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:16  	19996 	512 	7 	7485 	999 	7 	120 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:18  	19997 	512 	7 	7485 	1003 	7 	120 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:19  	19999 	512 	7 	7486 	1000 	7 	120 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:20  	19996 	512 	7 	7488 	1002 	7 	121 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:21  	19997 	512 	7 	7487 	1001 	7 	121 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:22  	19995 	512 	7 	7490 	1002 	7 	121 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:23  	19996 	512 	7 	7488 	1001 	7 	121 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:24  	19996 	512 	7 	7488 	1000 	7 	122 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:25  	19995 	512 	7 	7489 	1002 	7 	122 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:26  	19996 	512 	7 	7490 	1001 	7 	122 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:27  	19996 	512 	7 	7485 	1007 	7 	123 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:28  	19996 	512 	7 	7488 	1003 	7 	123 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:29  	19995 	512 	7 	7488 	1002 	7 	123 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:30  	19996 	512 	7 	7488 	1001 	7 	124 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:31  	19996 	512 	7 	7490 	1001 	7 	124 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:32  	19996 	512 	7 	7491 	1000 	7 	124 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:33  	19995 	512 	7 	7490 	1002 	7 	124 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:34  	19997 	512 	7 	7493 	1003 	7 	125 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:35  	19997 	512 	7 	7491 	999 	7 	125 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:36  	19996 	512 	7 	7491 	1001 	7 	125 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:37  	19994 	512 	7 	7491 	1000 	7 	126 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:38  	19995 	512 	7 	7493 	1004 	7 	126 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:39  	19996 	512 	7 	7495 	1001 	7 	126 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:40  	19996 	512 	7 	7493 	1001 	7 	126 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:41  	19996 	512 	7 	7495 	1000 	7 	127 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:43  	19996 	512 	7 	7493 	1003 	7 	127 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:44  	19996 	512 	7 	7495 	1001 	7 	127 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:45  	19995 	512 	7 	7496 	1004 	7 	128 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:46  	19995 	512 	7 	7496 	1002 	7 	128 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:47  	19998 	512 	7 	7496 	999 	7 	128 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:48  	19996 	512 	7 	7495 	998 	7 	128 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:49  	19996 	512 	7 	7496 	1001 	7 	129 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:50  	19996 	512 	7 	7496 	1003 	7 	129 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:51  	19997 	512 	7 	7500 	1002 	7 	129 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:52  	19996 	512 	7 	7498 	999 	7 	130 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:53  	19997 	512 	7 	7499 	1003 	7 	130 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:54  	19996 	512 	7 	7498 	1000 	7 	130 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:55  	19994 	512 	7 	7498 	1002 	7 	130 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:56  	19996 	512 	7 	7499 	1001 	7 	131 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:57  	19995 	512 	7 	7500 	1001 	7 	131 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:58  	19995 	512 	7 	7500 	1000 	7 	131 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:7:59  	19997 	512 	7 	7503 	1002 	7 	132 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:0  	19994 	512 	7 	7499 	1002 	7 	132 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:1  	19995 	512 	7 	7501 	1002 	7 	132 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:2  	19995 	512 	7 	7502 	1000 	7 	132 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:3  	19996 	512 	7 	7503 	1003 	7 	133 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:4  	19995 	512 	7 	7503 	998 	7 	133 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:5  	19995 	512 	7 	7503 	1001 	7 	133 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:6  	19996 	512 	7 	7504 	1003 	7 	134 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:8  	19998 	512 	7 	7505 	998 	7 	134 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:9  	19997 	512 	7 	7506 	998 	7 	134 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:10  	19996 	512 	7 	7505 	1001 	7 	134 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:11  	19996 	512 	7 	7506 	1000 	7 	135 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:12  	19997 	512 	7 	7506 	1004 	7 	135 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:13  	19995 	512 	7 	7506 	1005 	7 	135 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:14  	19996 	512 	7 	7508 	1000 	7 	136 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:15  	19997 	512 	7 	7507 	1003 	7 	136 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:16  	19996 	512 	7 	7507 	1002 	7 	136 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:17  	19996 	512 	7 	7508 	1002 	7 	136 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:18  	19996 	512 	7 	7507 	1004 	7 	137 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:19  	19996 	512 	7 	7509 	1001 	7 	137 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:8:20  	19995 	512 	7 	7509 	1001 	7 	137 	38 	-99 	0 	0 	0 	0 	0 	0 	0 	0
